blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
461,HOUGANG AVE 10,16,1991,Y,N,N,N,N,N,HG,68,0,0,0,12,56,0,0,0,0,0,0,0
461,JURONG WEST ST 41,12,1983,Y,N,N,N,N,N,JW,88,0,0,0,12,76,0,0,0,0,0,0,0
461,PASIR RIS DR 4,12,1992,Y,N,N,N,N,N,PRC,101,0,0,0,57,44,0,0,0,0,0,0,0
461,SEGAR RD,16,2014,Y,N,N,N,N,N,BP,90,0,0,0,90,0,0,0,0,0,0,0,0
461,TAMPINES ST 44,12,1985,Y,N,N,Y,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0
461,YISHUN AVE 6,6,2018,N,Y,N,Y,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
461A,BT BATOK WEST AVE 8,16,2018,Y,N,N,Y,N,N,BB,119,0,0,0,89,30,0,0,0,0,0,0,0
461A,YISHUN AVE 6,14,2018,Y,N,N,N,N,N,YS,234,0,0,0,0,0,0,0,0,130,104,0,0
461B,BT BATOK WEST AVE 8,15,2018,Y,N,N,N,N,N,BB,112,0,0,0,56,56,0,0,0,0,0,0,0
461B,YISHUN AVE 6,14,2018,Y,N,N,N,N,N,YS,195,0,0,0,0,0,0,0,0,91,104,0,0
461C,BT BATOK WEST AVE 8,15,2018,Y,N,N,N,N,N,BB,112,0,0,0,28,84,0,0,0,0,0,0,0
461D,BT BATOK WEST AVE 8,16,2018,Y,N,N,N,N,N,BB,105,0,0,0,45,60,0,0,0,0,0,0,0
462,ANG MO KIO AVE 10,12,1979,Y,N,N,N,N,N,AMK,129,0,0,104,22,1,2,0,0,0,0,0,0
462,BT BATOK WEST AVE 8,1,2018,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
462,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,60,0,0,0,45,15,0,0,0,0,0,0,0
462,CLEMENTI AVE 3,25,2005,Y,N,N,Y,N,N,CL,183,0,0,0,183,0,0,0,0,0,0,0,0
462,CRAWFORD LANE,11,1980,Y,Y,N,Y,N,N,KWN,187,0,0,182,0,5,0,0,0,0,0,0,0
462,HOUGANG AVE 10,16,1991,Y,N,N,N,N,N,HG,75,0,0,0,30,45,0,0,0,0,0,0,0
462,JURONG WEST ST 41,12,1983,Y,N,N,N,N,N,JW,110,0,0,66,44,0,0,0,0,0,0,0,0
462,SEMBAWANG DR,20,2015,Y,N,N,Y,N,N,SB,456,0,0,0,0,0,0,0,0,152,304,0,0
462,TAMPINES ST 44,11,1985,Y,Y,N,N,N,N,TAP,91,0,0,55,36,0,0,0,0,0,0,0,0
462,YISHUN AVE 6,1,2019,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
462A,CRAWFORD LANE,2,1981,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
462A,CLEMENTI AVE 3,8,2003,N,N,N,Y,Y,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0
462A,CHOA CHU KANG AVE 4,4,1998,N,Y,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0
462A,SEMBAWANG DR,1,2015,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
462A,YISHUN AVE 6,14,2018,Y,N,N,Y,N,N,YS,130,0,39,26,65,0,0,0,0,0,0,0,0
462B,CLEMENTI AVE 3,1,2006,N,N,N,N,N,Y,CL,0,0,0,0,0,0,0,0,0,0,0,0,0
462B,YISHUN AVE 6,14,2018,Y,N,N,N,N,N,YS,195,0,91,39,65,0,0,0,0,0,0,0,0
462C,YISHUN AVE 6,14,2018,Y,N,N,N,N,N,YS,195,0,91,39,65,0,0,0,0,0,0,0,0
462D,YISHUN AVE 6,14,2018,Y,N,N,N,N,N,YS,130,0,39,26,65,0,0,0,0,0,0,0,0
463,ANG MO KIO AVE 10,13,1979,Y,N,N,Y,N,N,AMK,256,0,0,224,24,3,5,0,0,0,0,0,0
463,CHOA CHU KANG AVE 4,14,1998,Y,N,N,N,N,N,CCK,78,0,0,0,65,13,0,0,0,0,0,0,0
463,CRAWFORD LANE,20,1982,Y,Y,N,N,N,N,KWN,130,0,0,127,1,2,0,0,0,0,0,0,0
463,HOUGANG AVE 10,16,1991,Y,N,N,Y,N,N,HG,78,0,0,0,48,30,0,0,0,0,0,0,0
463,JURONG WEST ST 41,10,1983,Y,Y,N,N,N,N,JW,128,0,0,95,32,0,1,0,0,0,0,0,0
463,PASIR RIS ST 41,10,1992,Y,N,N,N,N,N,PRC,36,0,0,0,0,0,36,0,0,0,0,0,0
463,SEMBAWANG DR,4,2013,N,Y,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
463,TAMPINES ST 44,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
463A,SEMBAWANG DR,22,2013,Y,N,N,N,N,N,SB,168,0,126,42,0,0,0,0,0,0,0,0,0
463B,SEMBAWANG DR,23,2013,Y,Y,N,N,N,N,SB,132,0,0,44,88,0,0,0,0,0,0,0,0
463C,SEMBAWANG DR,23,2013,Y,N,N,N,N,N,SB,132,0,0,0,132,0,0,0,0,0,0,0,0
464,ANG MO KIO AVE 10,4,1979,Y,N,N,N,N,N,AMK,24,0,0,16,8,0,0,0,0,0,0,0,0
464,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,112,0,0,0,84,28,0,0,0,0,0,0,0
464,CRAWFORD LANE,3,1982,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
464,JURONG WEST ST 41,12,1983,Y,N,N,N,N,N,JW,110,0,0,66,44,0,0,0,0,0,0,0,0
464,PASIR RIS ST 41,10,1992,Y,N,N,N,N,N,PRC,52,0,0,0,0,0,52,0,0,0,0,0,0
464,TAMPINES ST 44,4,1985,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0
464,UPP SERANGOON RD,14,1991,Y,N,N,N,N,N,HG,97,0,0,0,57,40,0,0,0,0,0,0,0
465,ANG MO KIO AVE 10,14,1979,Y,Y,N,N,N,N,AMK,206,0,0,178,26,1,1,0,0,0,0,0,0
465,CHOA CHU KANG AVE 4,16,1998,Y,N,N,N,N,N,CCK,116,0,0,0,87,29,0,0,0,0,0,0,0
465,CRAWFORD LANE,2,1982,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
465,JURONG WEST ST 41,12,1983,Y,N,N,Y,N,N,JW,110,0,0,0,110,0,0,0,0,0,0,0,0
465,NTH BRIDGE RD,2,1978,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
465,PASIR RIS ST 41,10,1992,Y,N,N,N,N,N,PRC,36,0,0,0,0,0,36,0,0,0,0,0,0
465,SEMBAWANG DR,1,2014,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
465,SEGAR RD,15,2000,Y,Y,N,N,N,N,BP,116,0,0,0,31,71,14,0,0,0,0,0,0
465,TAMPINES ST 44,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
465,UPP SERANGOON RD,14,1991,Y,N,N,N,N,N,HG,93,0,0,0,27,66,0,0,0,0,0,0,0
465A,UPP SERANGOON RD,6,1993,N,N,N,N,Y,N,HG,0,0,0,0,0,0,0,0,0,0,0,0,0
466,ANG MO KIO AVE 10,14,1979,Y,N,N,Y,N,N,AMK,204,0,0,174,26,1,3,0,0,0,0,0,0
466,CRAWFORD LANE,16,1982,Y,N,N,Y,N,N,KWN,104,0,0,0,104,0,0,0,0,0,0,0,0
466,HOUGANG AVE 8,14,1991,Y,Y,N,N,N,N,HG,78,0,0,0,0,78,0,0,0,0,0,0,0
466,JURONG WEST ST 41,12,1983,Y,Y,N,N,N,N,JW,110,0,0,0,110,0,0,0,0,0,0,0,0
466,PASIR RIS ST 41,10,1992,Y,N,N,N,N,N,PRC,62,0,0,0,0,0,62,0,0,0,0,0,0
466,SEGAR RD,15,2000,Y,N,N,N,N,N,BP,115,0,0,0,44,43,28,0,0,0,0,0,0
466,SEMBAWANG DR,1,2005,N,N,N,N,Y,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
466,TAMPINES ST 44,4,1985,Y,N,N,N,N,N,TAP,80,0,0,0,0,0,0,0,0,42,38,0,0
466A,SEGAR RD,1,2000,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
466A,SEMBAWANG DR,21,2005,Y,Y,N,N,N,N,SB,111,0,0,0,73,38,0,0,0,0,0,0,0
466B,SEMBAWANG DR,21,2005,Y,N,N,N,N,N,SB,111,0,0,0,56,55,0,0,0,0,0,0,0
466C,SEMBAWANG DR,21,2005,Y,N,N,N,N,N,SB,111,0,0,0,56,55,0,0,0,0,0,0,0
466D,SEMBAWANG DR,21,2005,Y,N,N,N,N,N,SB,114,0,0,0,76,38,0,0,0,0,0,0,0
467,ADMIRALTY DR,16,2000,Y,N,N,N,N,N,SB,180,0,0,0,80,46,54,0,0,0,0,0,0
467,ANG MO KIO AVE 10,14,1979,Y,Y,N,N,N,N,AMK,130,0,0,0,130,0,0,0,0,0,0,0,0
467,FERNVALE LINK,1,2016,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
467,HOUGANG AVE 8,14,1991,Y,N,N,N,N,N,HG,78,0,0,0,39,39,0,0,0,0,0,0,0
467,JURONG WEST ST 41,12,1983,Y,N,N,N,N,N,JW,88,0,0,0,12,76,0,0,0,0,0,0,0
467,NTH BRIDGE RD,16,1978,Y,Y,N,N,N,N,KWN,151,0,0,146,0,5,0,0,0,0,0,0,0
467,PASIR RIS DR 6,12,1988,Y,N,N,N,N,N,PRC,77,0,0,0,66,11,0,0,0,0,0,0,0
467,SEGAR RD,15,2000,Y,N,N,N,N,N,BP,101,0,0,0,44,29,28,0,0,0,0,0,0
467,TAMPINES ST 44,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
467A,ADMIRALTY DR,16,2000,Y,Y,N,N,N,N,SB,174,0,0,0,72,48,54,0,0,0,0,0,0
467A,FERNVALE LINK,26,2015,Y,N,N,N,N,N,SK,200,0,50,50,100,0,0,0,0,0,0,0,0
467B,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,174,0,0,0,72,48,54,0,0,0,0,0,0
467B,FERNVALE LINK,26,2015,Y,Y,N,N,N,N,SK,200,0,50,50,100,0,0,0,0,0,0,0,0
468,ADMIRALTY DR,1,2000,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
468,ANG MO KIO AVE 10,4,1979,Y,N,N,N,N,N,AMK,56,0,0,48,8,0,0,0,0,0,0,0,0
468,FERNVALE LINK,6,2015,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
468,HOUGANG AVE 8,16,1991,Y,Y,N,N,N,N,HG,78,0,0,0,33,45,0,0,0,0,0,0,0
468,JURONG WEST ST 41,10,1984,Y,Y,N,N,N,N,JW,90,0,0,0,16,74,0,0,0,0,0,0,0
468,NTH BRIDGE RD,16,1978,Y,N,N,N,N,N,KWN,153,0,0,150,0,3,0,0,0,0,0,0,0
468,PASIR RIS DR 6,12,1988,Y,N,N,N,N,N,PRC,65,0,0,0,54,11,0,0,0,0,0,0,0
468,SEGAR RD,15,2000,Y,N,N,N,N,N,BP,99,0,0,0,30,56,13,0,0,0,0,0,0
468,TAMPINES ST 44,4,1985,Y,N,N,N,N,N,TAP,24,0,0,16,8,0,0,0,0,0,0,0,0
468,YISHUN ST 43,2,2018,N,N,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
468A,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,102,0,0,0,0,24,78,0,0,0,0,0,0
468A,FERNVALE LINK,26,2015,Y,N,N,N,N,N,SK,100,0,0,0,50,50,0,0,0,0,0,0,0
468A,SEGAR RD,5,1999,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0
468A,YISHUN ST 43,12,2018,Y,Y,N,N,N,N,YS,187,0,0,77,110,0,0,0,0,0,0,0,0
468B,ADMIRALTY DR,16,1999,Y,Y,N,N,N,N,SB,102,0,0,0,0,24,78,0,0,0,0,0,0
468B,FERNVALE LINK,26,2015,Y,N,N,Y,N,N,SK,150,0,0,0,100,50,0,0,0,0,0,0,0
468C,ADMIRALTY DR,16,1999,Y,N,N,Y,N,N,SB,102,0,0,0,0,24,78,0,0,0,0,0,0
468C,FERNVALE LINK,26,2015,Y,N,N,N,N,N,SK,100,0,0,0,50,50,0,0,0,0,0,0,0
468D,ADMIRALTY DR,16,1999,Y,N,N,Y,N,N,SB,102,0,0,0,0,24,78,0,0,0,0,0,0
469,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,180,0,0,0,80,46,54,0,0,0,0,0,0
469,ANG MO KIO AVE 10,12,1979,Y,N,N,Y,N,N,AMK,220,0,0,0,0,0,0,0,0,0,220,0,0
469,CHOA CHU KANG AVE 3,16,1997,Y,N,N,N,N,N,CCK,120,0,0,0,45,75,0,0,0,0,0,0,0
469,JURONG WEST ST 41,15,1984,Y,N,N,N,N,N,JW,84,0,0,0,0,0,84,0,0,0,0,0,0
469,PASIR RIS DR 6,12,1989,Y,N,N,N,N,N,PRC,79,0,0,0,68,11,0,0,0,0,0,0,0
469,SEGAR RD,15,2000,Y,N,N,N,N,N,BP,99,0,0,0,30,56,13,0,0,0,0,0,0
469,SENGKANG WEST WAY,1,2016,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
469,TAMPINES ST 44,12,1985,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
469A,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,174,0,0,0,72,48,54,0,0,0,0,0,0
469A,SENGKANG WEST WAY,26,2015,Y,N,N,N,N,N,SK,100,0,0,0,50,50,0,0,0,0,0,0,0
469A,YISHUN ST 43,14,2018,Y,N,N,N,N,N,YS,141,0,91,0,50,0,0,0,0,0,0,0,0
469B,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,174,0,0,0,72,48,54,0,0,0,0,0,0
469B,SENGKANG WEST WAY,26,2015,Y,N,N,Y,N,N,SK,150,0,0,0,75,75,0,0,0,0,0,0,0
469B,YISHUN ST 43,14,2018,Y,N,N,N,N,N,YS,141,0,91,0,50,0,0,0,0,0,0,0,0
469C,SENGKANG WEST WAY,26,2015,Y,N,N,Y,N,N,SK,150,0,0,0,75,75,0,0,0,0,0,0,0
47,BENDEMEER RD,12,1974,Y,Y,N,Y,N,N,KWN,127,0,0,126,0,1,0,0,0,0,0,0,0
47,CIRCUIT RD,10,1964,Y,N,N,N,N,N,GL,116,0,0,112,4,0,0,0,0,0,0,0,0
47,HOLLAND DR,4,1974,Y,Y,N,N,N,N,QT,17,0,0,16,0,1,0,0,0,0,0,0,0
47,JLN BAHAGIA,2,1959,Y,N,N,N,N,N,KWN,8,0,0,8,0,0,0,0,0,0,0,0,0
47,JLN TIGA,19,2003,Y,N,N,N,N,N,GL,110,0,0,0,74,36,0,0,0,0,0,0,0
47,LENGKOK BAHRU,12,1983,Y,N,N,N,N,N,BM,88,0,0,0,66,22,0,0,0,0,0,0,0
47,LOR 6 TOA PAYOH,10,1968,Y,Y,N,Y,N,N,TP,80,0,0,80,0,0,0,0,0,0,0,0,0
47,MARINE CRES,10,1974,Y,Y,N,Y,N,N,MP,161,0,0,160,0,1,0,0,0,0,0,0,0
47,MOH GUAN TER,4,1949,Y,N,N,N,N,N,BM,16,0,8,8,0,0,0,0,0,0,0,0,0
47,OWEN RD,8,1978,Y,N,N,Y,N,N,KWN,194,0,0,0,0,0,0,0,0,180,14,0,0
47,SIMS PL,2,1976,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0
47,STIRLING RD,2,1963,Y,N,N,N,N,N,QT,6,0,0,0,6,0,0,0,0,0,0,0,0
47,TANGLIN HALT RD,2,1964,N,Y,N,Y,N,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
47,TEBAN GDNS RD,12,1985,Y,Y,N,N,N,N,JE,110,0,0,66,44,0,0,0,0,0,0,0,0
47,TELOK BLANGAH DR,12,1975,Y,N,N,Y,N,N,BM,106,0,0,102,0,4,0,0,0,0,0,0,0
47A,MARINE CRES,2,2005,N,N,N,N,Y,N,MP,0,0,0,0,0,0,0,0,0,0,0,0,0
47A,WHAMPOA STH,1,2001,N,N,N,N,N,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0
470,ANG MO KIO AVE 10,13,1979,Y,N,N,Y,N,N,AMK,168,0,0,0,168,0,0,0,0,0,0,0,0
470,CHOA CHU KANG AVE 3,16,1997,Y,N,N,N,N,N,CCK,123,0,0,0,48,75,0,0,0,0,0,0,0
470,FERNVALE LINK,6,2015,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
470,JURONG WEST ST 41,15,1984,Y,N,N,Y,N,N,JW,84,0,0,0,0,0,84,0,0,0,0,0,0
470,LOR 6 TOA PAYOH,3,2002,N,Y,N,N,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
470,PASIR RIS DR 6,12,1989,Y,Y,N,N,N,N,PRC,67,0,0,0,56,11,0,0,0,0,0,0,0
470,SEGAR RD,15,2000,Y,N,N,N,N,N,BP,101,0,0,0,44,29,28,0,0,0,0,0,0
470,SEMBAWANG DR,15,1999,Y,N,N,N,N,N,SB,114,0,0,0,51,63,0,0,0,0,0,0,0
470,TAMPINES ST 44,12,1985,Y,Y,N,Y,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0
470,UPP SERANGOON CRES,7,2013,N,N,N,N,Y,N,HG,0,0,0,0,0,0,0,0,0,0,0,0,0
470A,FERNVALE LINK,26,2015,Y,N,N,Y,N,N,SK,172,0,0,50,122,0,0,0,0,0,0,0,0
470A,UPP SERANGOON CRES,19,2014,Y,N,N,N,N,N,HG,172,0,0,0,140,32,0,0,0,0,0,0,0
470B,FERNVALE LINK,26,2015,Y,N,N,N,N,N,SK,186,0,0,90,96,0,0,0,0,0,0,0,0
470B,UPP SERANGOON CRES,19,2014,Y,N,N,N,N,N,HG,172,0,0,50,90,32,0,0,0,0,0,0,0
470C,FERNVALE LINK,26,2015,Y,N,N,Y,N,N,SK,172,0,0,50,122,0,0,0,0,0,0,0,0
470C,UPP SERANGOON CRES,18,2014,Y,N,N,Y,N,N,HG,136,0,0,0,68,68,0,0,0,0,0,0,0
470D,FERNVALE LINK,1,2016,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
471,ANG MO KIO AVE 10,12,1978,Y,N,N,N,N,N,AMK,219,0,0,196,22,0,1,0,0,0,0,0,0
471,CHOA CHU KANG AVE 3,16,1997,Y,N,N,N,N,N,CCK,123,0,0,0,48,75,0,0,0,0,0,0,0
471,JURONG WEST ST 41,15,1984,Y,N,N,N,N,N,JW,84,0,0,0,0,0,84,0,0,0,0,0,0
471,PASIR RIS DR 6,4,1989,Y,N,N,N,N,N,PRC,12,0,0,0,0,0,12,0,0,0,0,0,0
471,SEGAR RD,15,2000,Y,N,N,N,N,N,BP,115,0,0,0,44,43,28,0,0,0,0,0,0
471,SEMBAWANG DR,15,1999,Y,N,N,Y,N,N,SB,84,0,0,0,0,0,84,0,0,0,0,0,0
471,TAMPINES ST 44,4,1985,Y,N,N,N,N,N,TAP,40,0,0,0,0,0,0,0,0,25,15,0,0
