blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
29,CHAI CHEE AVE,17,1995,Y,N,N,N,N,N,BD,60,0,0,0,0,0,60,0,0,0,0,0,0
29,GHIM MOH LINK,38,2017,Y,N,N,N,N,N,QT,294,0,63,37,146,0,0,0,48,0,0,0,0
29,JLN BAHAGIA,10,1986,Y,N,N,Y,N,N,KWN,117,0,0,0,85,32,0,0,0,0,0,0,0
29,KELANTAN RD,16,1977,Y,Y,N,N,N,N,CT,133,0,0,126,0,7,0,0,0,0,0,0,0
29,LIM LIAK ST,4,1949,Y,N,N,N,N,N,BM,16,0,0,16,0,0,0,0,0,0,0,0,0
29,LOR 5 TOA PAYOH,11,1969,Y,N,N,Y,N,N,TP,196,0,0,0,0,0,0,0,0,0,196,0,0
29,MARINE CRES,25,1974,Y,N,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0
29,MARSILING DR,14,1976,Y,N,N,N,N,N,WL,104,0,0,0,104,0,0,0,0,0,0,0,0
29,NEW UPP CHANGI RD,14,1976,Y,Y,N,N,N,N,BD,231,0,0,228,0,3,0,0,0,0,0,0,0
29,TANGLIN HALT RD,9,1962,Y,N,N,N,N,N,QT,106,0,26,77,2,0,0,0,0,0,1,0,0
29,TELOK BLANGAH RISE,12,1975,Y,N,N,Y,N,N,BM,154,0,0,0,0,0,0,0,0,0,154,0,0
29A,CHAI CHEE AVE,15,1995,Y,Y,N,N,N,N,BD,68,0,0,0,0,0,68,0,0,0,0,0,0
29A,GHIM MOH LINK,2,2017,N,Y,N,Y,N,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
29A,MARSILING DR,5,2002,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0
29B,CHAI CHEE AVE,1,1995,N,Y,N,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
29C,CHAI CHEE AVE,5,1995,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
290,BISHAN ST 24,30,1996,Y,N,N,N,N,N,BH,157,0,0,0,65,92,0,0,0,0,0,0,0
290,CHOA CHU KANG AVE 3,14,1990,Y,N,N,N,N,N,CCK,78,0,0,0,78,0,0,0,0,0,0,0,0
290,COMPASSVALE CRES,5,2000,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
290,TAMPINES ST 22,4,1984,Y,N,N,N,N,N,TAP,40,0,0,24,16,0,0,0,0,0,0,0,0
290,YISHUN ST 22,3,1986,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
290A,BISHAN ST 24,4,1996,N,N,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0
290A,BT BATOK ST 24,19,1996,Y,Y,N,N,N,N,BB,108,0,0,0,72,36,0,0,0,0,0,0,0
290A,COMPASSVALE CRES,15,2000,Y,N,N,Y,N,N,SK,144,0,0,0,70,74,0,0,0,0,0,0,0
290B,BT BATOK ST 24,17,1996,Y,N,N,Y,N,N,BB,96,0,0,0,0,0,96,0,0,0,0,0,0
290B,COMPASSVALE CRES,15,2000,Y,N,N,N,N,N,SK,128,0,0,0,44,84,0,0,0,0,0,0,0
290C,BT BATOK EAST AVE 3,17,1996,Y,N,N,N,N,N,BB,96,0,0,0,0,0,96,0,0,0,0,0,0
290C,COMPASSVALE CRES,15,2000,Y,N,N,N,N,N,SK,90,0,0,0,30,60,0,0,0,0,0,0,0
290D,BT BATOK EAST AVE 3,19,1996,Y,Y,N,N,N,N,BB,126,0,0,0,90,36,0,0,0,0,0,0,0
290E,BT BATOK ST 24,19,1996,Y,N,N,N,N,N,BB,102,0,0,0,69,33,0,0,0,0,0,0,0
290F,BT BATOK ST 24,17,1996,Y,N,N,Y,N,N,BB,112,0,0,0,80,32,0,0,0,0,0,0,0
290G,BT BATOK ST 24,19,1996,Y,N,N,N,N,N,BB,126,0,0,0,90,36,0,0,0,0,0,0,0
290H,BT BATOK ST 24,4,1996,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
291,BISHAN ST 24,30,1996,Y,N,N,N,N,N,BH,157,0,0,0,65,92,0,0,0,0,0,0,0
291,CHOA CHU KANG AVE 3,12,1990,Y,N,N,N,N,N,CCK,88,0,0,0,88,0,0,0,0,0,0,0,0
291,COMPASSVALE ST,6,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
291,TAMPINES ST 22,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
291,YISHUN ST 22,4,1985,Y,Y,N,N,N,N,YS,42,0,0,4,18,6,14,0,0,0,0,0,0
291A,BT BATOK ST 24,19,1996,Y,N,N,Y,N,N,BB,126,0,0,0,90,36,0,0,0,0,0,0,0
291A,COMPASSVALE ST,15,1999,Y,N,N,N,N,N,SK,102,0,0,0,28,74,0,0,0,0,0,0,0
291B,BT BATOK ST 24,17,1996,Y,Y,N,N,N,N,BB,96,0,0,0,64,32,0,0,0,0,0,0,0
291B,COMPASSVALE ST,15,1999,Y,N,N,N,N,N,SK,101,0,0,0,15,86,0,0,0,0,0,0,0
291C,BT BATOK ST 24,19,1996,Y,N,N,N,N,N,BB,102,0,0,0,69,33,0,0,0,0,0,0,0
291C,COMPASSVALE ST,15,1999,Y,N,N,Y,N,N,SK,84,0,0,0,0,0,84,0,0,0,0,0,0
291D,BT BATOK ST 24,17,1996,Y,N,N,Y,N,N,BB,96,0,0,0,64,32,0,0,0,0,0,0,0
291D,COMPASSVALE ST,15,1999,Y,N,N,N,N,N,SK,118,0,0,0,58,60,0,0,0,0,0,0,0
291E,BT BATOK ST 24,19,1996,Y,N,N,N,N,N,BB,120,0,0,0,87,33,0,0,0,0,0,0,0
291F,BT BATOK ST 24,3,1996,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
292,BISHAN ST 22,24,1996,Y,N,N,N,N,N,BH,131,0,0,0,67,64,0,0,0,0,0,0,0
292,BT BATOK EAST AVE 6,7,2017,N,Y,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
292,CHOA CHU KANG AVE 3,4,1990,Y,N,N,N,N,N,CCK,10,0,0,0,0,0,10,0,0,0,0,0,0
292,COMPASSVALE ST,1,2001,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
292,PUNGGOL CTRL,4,2002,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
292,TAMPINES ST 22,4,1984,Y,N,N,N,N,N,TAP,40,0,0,24,16,0,0,0,0,0,0,0,0
292,YISHUN ST 22,4,1985,Y,Y,N,N,N,N,YS,28,0,0,2,10,2,14,0,0,0,0,0,0
292A,BT BATOK EAST AVE 6,26,2017,Y,N,N,N,N,N,BB,200,0,100,50,50,0,0,0,0,0,0,0,0
292A,COMPASSVALE ST,15,1999,Y,N,N,N,N,N,SK,98,0,0,0,14,84,0,0,0,0,0,0,0
292B,BT BATOK EAST AVE 6,35,2017,Y,N,N,N,N,N,BB,256,0,0,0,188,68,0,0,0,0,0,0,0
292B,COMPASSVALE ST,15,1999,Y,N,N,Y,N,N,SK,154,0,0,0,70,84,0,0,0,0,0,0,0
292C,BT BATOK EAST AVE 6,40,2017,Y,N,N,N,N,N,BB,154,0,0,0,76,78,0,0,0,0,0,0,0
292D,BT BATOK EAST AVE 6,1,2018,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
293,BISHAN ST 22,24,1996,Y,N,N,Y,N,N,BH,131,0,0,0,67,64,0,0,0,0,0,0,0
293,BT BATOK ST 21,7,2017,N,N,N,Y,Y,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
293,CHOA CHU KANG AVE 3,12,1990,Y,N,N,Y,N,N,CCK,110,0,0,0,110,0,0,0,0,0,0,0,0
293,COMPASSVALE CRES,6,2015,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
293,PUNGGOL CTRL,16,2002,Y,N,N,N,N,N,PG,116,0,0,0,28,88,0,0,0,0,0,0,0
293,TAMPINES ST 22,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
293,YISHUN ST 22,4,1985,Y,Y,N,N,N,N,YS,48,0,0,3,12,9,24,0,0,0,0,0,0
293A,BT BATOK ST 21,35,2017,Y,N,N,Y,N,N,BB,256,0,0,0,128,128,0,0,0,0,0,0,0
293A,COMPASSVALE CRES,15,2015,Y,N,N,N,N,Y,SK,82,0,0,0,56,26,0,0,0,0,0,0,0
293B,BT BATOK ST 21,40,2017,Y,N,N,N,N,N,BB,154,0,0,0,76,78,0,0,0,0,0,0,0
293B,COMPASSVALE CRES,15,2015,Y,Y,N,N,N,N,SK,112,0,0,0,56,56,0,0,0,0,0,0,0
293C,BT BATOK ST 21,40,2017,Y,N,N,N,N,N,BB,154,0,0,0,76,78,0,0,0,0,0,0,0
293C,COMPASSVALE CRES,15,2015,Y,Y,N,N,N,N,SK,112,0,0,0,56,56,0,0,0,0,0,0,0
293D,BT BATOK ST 21,35,2017,Y,N,N,N,N,N,BB,256,0,0,60,196,0,0,0,0,0,0,0,0
293D,COMPASSVALE CRES,15,2015,Y,N,N,N,N,N,SK,84,0,0,0,28,56,0,0,0,0,0,0,0
294,CHOA CHU KANG AVE 2,16,1989,Y,Y,N,N,N,N,CCK,112,0,0,0,112,0,0,0,0,0,0,0,0
294,PUNGGOL CTRL,16,2002,Y,N,N,N,N,N,PG,117,0,0,0,28,89,0,0,0,0,0,0,0
294,TAMPINES ST 22,12,1984,Y,N,N,N,N,N,TAP,110,0,0,0,16,94,0,0,0,0,0,0,0
294,YISHUN ST 22,1,1985,N,Y,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
294A,COMPASSVALE CRES,15,2015,Y,N,N,N,N,N,SK,84,0,0,0,56,28,0,0,0,0,0,0,0
295,CHOA CHU KANG AVE 2,12,1989,Y,Y,N,Y,N,N,CCK,110,0,0,0,110,0,0,0,0,0,0,0,0
295,COMPASSVALE CRES,5,2000,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
295,PUNGGOL CTRL,16,2002,Y,N,N,N,N,N,PG,117,0,0,0,29,88,0,0,0,0,0,0,0
295,TAMPINES ST 22,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
295A,COMPASSVALE CRES,15,2000,Y,N,N,Y,N,N,SK,142,0,0,0,86,56,0,0,0,0,0,0,0
295A,PUNGGOL CTRL,1,2002,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
295B,COMPASSVALE CRES,15,2000,Y,N,N,N,N,N,SK,128,0,0,0,72,56,0,0,0,0,0,0,0
295C,COMPASSVALE CRES,15,2000,Y,N,N,Y,N,N,SK,98,0,0,0,42,56,0,0,0,0,0,0,0
296,BT BATOK ST 22,3,2017,N,N,N,N,Y,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0
296,CHOA CHU KANG AVE 2,16,1998,Y,Y,N,N,N,N,CCK,84,0,0,0,57,16,11,0,0,0,0,0,0
296,COMPASSVALE CRES,1,2000,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
296,PUNGGOL CTRL,16,2002,Y,N,N,N,N,N,PG,116,0,0,0,29,87,0,0,0,0,0,0,0
296,TAMPINES ST 22,10,1984,Y,N,N,Y,N,N,TAP,108,0,0,72,36,0,0,0,0,0,0,0,0
296,YISHUN ST 20,14,1999,Y,N,N,N,N,N,YS,134,0,0,0,134,0,0,0,0,0,0,0,0
296A,BT BATOK ST 22,38,2017,Y,Y,N,N,N,N,BB,224,0,0,0,92,132,0,0,0,0,0,0,0
296A,COMPASSVALE CRES,15,2000,Y,N,N,N,N,N,SK,112,0,0,0,56,56,0,0,0,0,0,0,0
296A,CHOA CHU KANG AVE 2,16,1998,Y,N,N,N,N,N,CCK,83,0,0,0,56,16,11,0,0,0,0,0,0
296A,YISHUN ST 20,5,1999,N,N,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
296B,BT BATOK ST 22,33,2017,Y,N,N,Y,N,N,BB,261,0,0,136,61,64,0,0,0,0,0,0,0
296B,COMPASSVALE CRES,15,2000,Y,N,N,Y,N,N,SK,114,0,0,0,57,57,0,0,0,0,0,0,0
296B,CHOA CHU KANG AVE 2,13,1998,Y,N,N,N,N,N,CCK,66,0,0,0,22,22,22,0,0,0,0,0,0
296C,BT BATOK ST 22,38,2017,Y,N,N,N,N,N,BB,259,0,0,0,148,111,0,0,0,0,0,0,0
296C,COMPASSVALE CRES,15,2000,Y,N,N,Y,N,N,SK,114,0,0,0,57,57,0,0,0,0,0,0,0
296C,CHOA CHU KANG AVE 2,13,1998,Y,N,N,N,N,N,CCK,66,0,0,0,22,22,22,0,0,0,0,0,0
296D,CHOA CHU KANG AVE 2,12,1998,Y,N,N,N,N,N,CCK,69,0,0,0,35,34,0,0,0,0,0,0,0
296E,CHOA CHU KANG AVE 2,15,1998,Y,N,N,N,N,N,CCK,84,0,0,0,44,40,0,0,0,0,0,0,0
297,BT BATOK ST 22,25,1995,Y,N,N,N,N,N,BB,75,0,0,0,51,24,0,0,0,0,0,0,0
297,CHOA CHU KANG AVE 2,16,1998,Y,N,N,N,Y,N,CCK,52,0,0,0,26,26,0,0,0,0,0,0,0
297,COMPASSVALE ST,7,1999,N,Y,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
297,PUNGGOL CTRL,16,2002,Y,N,N,N,N,N,PG,114,0,0,0,54,60,0,0,0,0,0,0,0
297,TAMPINES ST 22,12,1983,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
297,YISHUN ST 20,13,1999,Y,N,N,N,N,N,YS,96,0,0,0,0,96,0,0,0,0,0,0,0
297A,COMPASSVALE ST,17,1999,Y,Y,N,N,N,N,SK,177,0,0,0,99,46,32,0,0,0,0,0,0
297A,CHOA CHU KANG AVE 2,16,1998,Y,N,N,N,Y,N,CCK,64,0,0,0,42,0,22,0,0,0,0,0,0
297B,COMPASSVALE ST,17,1999,Y,N,N,N,N,N,SK,177,0,0,0,99,46,32,0,0,0,0,0,0
297B,CHOA CHU KANG AVE 2,16,1998,Y,N,N,N,Y,N,CCK,70,0,0,0,46,24,0,0,0,0,0,0,0
297C,COMPASSVALE ST,1,1999,N,Y,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
297C,CHOA CHU KANG AVE 2,16,1998,Y,Y,N,N,N,N,CCK,92,0,0,0,46,46,0,0,0,0,0,0,0
297D,COMPASSVALE ST,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
297D,CHOA CHU KANG AVE 2,16,1998,Y,N,N,N,N,N,CCK,92,0,0,0,46,46,0,0,0,0,0,0,0
298,BT BATOK ST 22,25,1996,Y,N,N,N,N,N,BB,75,0,0,0,51,24,0,0,0,0,0,0,0
298,PUNGGOL CTRL,15,2002,Y,N,N,N,N,N,PG,86,0,0,0,58,28,0,0,0,0,0,0,0
298,TAMPINES ST 22,12,1984,Y,Y,N,N,N,N,TAP,110,0,0,0,16,94,0,0,0,0,0,0,0
298,YISHUN ST 20,13,1999,Y,N,N,N,N,N,YS,96,0,0,0,0,96,0,0,0,0,0,0,0
298A,COMPASSVALE ST,17,1999,Y,N,N,N,N,N,SK,177,0,0,0,67,78,32,0,0,0,0,0,0
298B,COMPASSVALE ST,17,1999,Y,N,N,Y,N,N,SK,177,0,0,0,67,78,32,0,0,0,0,0,0
298C,COMPASSVALE ST,17,1999,Y,N,N,N,N,N,SK,177,0,0,0,67,78,32,0,0,0,0,0,0
298D,COMPASSVALE ST,17,1999,Y,N,N,N,N,N,SK,177,0,0,0,67,78,32,0,0,0,0,0,0
299,BT BATOK ST 22,25,1995,Y,N,N,N,N,N,BB,78,0,0,0,0,0,78,0,0,0,0,0,0
299,COMPASSVALE ST,7,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
299,PUNGGOL CTRL,16,2002,Y,N,N,N,N,N,PG,114,0,0,0,42,72,0,0,0,0,0,0,0
299,YISHUN ST 20,13,1999,Y,N,N,N,N,N,YS,96,0,0,0,0,96,0,0,0,0,0,0,0
299A,COMPASSVALE ST,17,1999,Y,N,N,Y,N,N,SK,177,0,0,0,51,94,32,0,0,0,0,0,0
299A,TAMPINES ST 22,10,2010,Y,N,N,N,N,N,TAP,108,0,54,54,0,0,0,0,0,0,0,0,0
299B,COMPASSVALE ST,17,1999,Y,N,N,N,N,N,SK,177,0,0,0,51,94,32,0,0,0,0,0,0
