blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
323A,SUMANG WALK,22,2018,Y,N,N,N,N,N,PG,126,0,0,0,63,63,0,0,0,0,0,0,0
323B,SENGKANG EAST WAY,15,2000,Y,N,N,Y,N,N,SK,157,0,0,0,72,85,0,0,0,0,0,0,0
323B,SUMANG WALK,22,2018,Y,N,N,Y,N,N,PG,126,0,0,0,63,63,0,0,0,0,0,0,0
323C,SENGKANG EAST WAY,15,2000,Y,N,N,N,N,N,SK,112,0,0,0,28,84,0,0,0,0,0,0,0
323C,SUMANG WALK,22,2018,Y,N,N,N,N,N,PG,90,0,0,0,42,48,0,0,0,0,0,0,0
323D,SUMANG WALK,22,2018,Y,N,N,N,N,N,PG,90,0,0,0,42,48,0,0,0,0,0,0,0
324,ANG MO KIO AVE 3,12,1978,Y,N,N,N,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0
324,CLEMENTI AVE 5,12,1977,Y,Y,N,Y,N,N,CL,132,0,0,0,132,0,0,0,0,0,0,0,0
324,HOUGANG AVE 5,13,1982,Y,N,N,N,N,N,HG,120,0,0,0,120,0,0,0,0,0,0,0,0
324,JURONG EAST ST 31,13,1983,Y,N,N,Y,N,N,JE,96,0,0,0,57,39,0,0,0,0,0,0,0
324,SERANGOON AVE 3,13,1985,Y,Y,N,N,N,N,SGN,96,0,0,0,96,0,0,0,0,0,0,0,0
324,TAMPINES ST 32,10,1993,Y,N,N,N,N,N,TAP,54,0,0,0,0,0,54,0,0,0,0,0,0
324,UBI AVE 1,12,1984,Y,N,N,N,N,N,GL,114,0,0,0,114,0,0,0,0,0,0,0,0
325,SUMANG WALK,8,2018,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
325,TAH CHING RD,21,1995,Y,N,N,N,N,N,JW,80,0,0,0,33,47,0,0,0,0,0,0,0
325,UBI AVE 1,4,1985,Y,Y,N,N,N,N,GL,19,0,0,14,5,0,0,0,0,0,0,0,0
325,WOODLANDS ST 32,13,1993,Y,Y,N,N,N,N,WL,69,0,0,2,0,22,45,0,0,0,0,0,0
325A,SENGKANG EAST WAY,15,2000,Y,Y,N,N,N,N,SK,100,0,0,0,26,74,0,0,0,0,0,0,0
325A,SUMANG WALK,22,2018,Y,N,N,N,N,N,PG,124,0,0,63,34,27,0,0,0,0,0,0,0
325B,SENGKANG EAST WAY,15,2000,Y,N,N,Y,N,N,SK,143,0,0,0,58,85,0,0,0,0,0,0,0
325B,SUMANG WALK,22,2018,Y,N,N,N,N,N,PG,124,0,0,63,34,27,0,0,0,0,0,0,0
326,ANCHORVALE RD,6,2013,N,Y,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
326,HOUGANG AVE 7,12,1982,Y,N,N,N,N,N,HG,110,0,0,0,110,0,0,0,0,0,0,0,0
326,SERANGOON AVE 3,4,1985,Y,Y,N,N,N,N,SGN,23,0,0,13,10,0,0,0,0,0,0,0,0
326,SUMANG WALK,7,2017,N,N,N,Y,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
326,YISHUN RING RD,13,1988,Y,N,N,N,N,N,YS,96,0,0,0,0,0,96,0,0,0,0,0,0
326A,SUMANG WALK,21,2017,Y,N,N,N,N,N,PG,240,0,0,0,0,0,0,0,0,120,120,0,0
326B,SUMANG WALK,20,2017,Y,N,N,N,N,N,PG,190,0,0,0,0,0,0,0,0,95,95,0,0
326C,SUMANG WALK,20,2017,Y,N,N,N,N,N,PG,114,0,38,76,0,0,0,0,0,0,0,0,0
327,CLEMENTI AVE 5,16,1978,Y,Y,N,Y,N,N,CL,150,0,0,105,45,0,0,0,0,0,0,0,0
327,SUMANG WALK,1,2018,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0
327,TAH CHING RD,21,1995,Y,N,N,N,N,N,JW,82,0,0,0,35,47,0,0,0,0,0,0,0
327,UBI AVE 1,12,1984,Y,Y,N,N,N,N,GL,114,0,0,0,114,0,0,0,0,0,0,0,0
327A,ANCHORVALE RD,16,2014,Y,N,N,Y,N,N,SK,120,0,5,0,30,0,0,0,85,0,0,0,0
327A,SUMANG WALK,21,2017,Y,N,N,N,N,N,PG,160,0,80,80,0,0,0,0,0,0,0,0,0
327B,ANCHORVALE RD,16,2014,Y,Y,N,N,N,N,SK,180,0,7,0,30,0,0,0,143,0,0,0,0
327B,SUMANG WALK,20,2017,Y,N,N,N,N,N,PG,152,0,114,38,0,0,0,0,0,0,0,0,0
327C,SUMANG WALK,19,2017,Y,N,N,N,N,N,PG,144,0,72,72,0,0,0,0,0,0,0,0,0
328,BT BATOK ST 33,4,1985,Y,N,N,N,N,N,BB,16,0,0,8,8,0,0,0,0,0,0,0,0
328,CLEMENTI AVE 2,4,1977,Y,Y,N,N,N,N,CL,39,0,0,31,8,0,0,0,0,0,0,0,0
328,HOUGANG AVE 5,13,1982,Y,N,N,Y,N,N,HG,191,0,0,118,72,1,0,0,0,0,0,0,0
328,SERANGOON AVE 3,13,1985,Y,Y,N,N,N,N,SGN,96,0,0,0,96,0,0,0,0,0,0,0,0
328A,TAH CHING RD,6,1995,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
329,ANCHORVALE ST,7,2014,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
329,BT BATOK ST 33,14,1985,Y,N,N,Y,N,N,BB,110,0,0,0,74,36,0,0,0,0,0,0,0
329,TAH CHING RD,21,1996,Y,N,N,N,N,N,JW,82,0,0,0,38,44,0,0,0,0,0,0,0
329,UBI AVE 1,10,1985,Y,N,N,N,N,N,GL,94,0,0,0,62,32,0,0,0,0,0,0,0
329A,ANCHORVALE ST,16,2014,Y,N,N,N,N,N,SK,117,0,0,58,59,0,0,0,0,0,0,0,0
329B,ANCHORVALE ST,16,2014,Y,N,N,N,N,N,SK,105,0,0,0,45,60,0,0,0,0,0,0,0
329C,ANCHORVALE ST,1,2015,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
33,BALAM RD,20,1994,Y,N,N,Y,N,N,GL,94,0,0,0,47,47,0,0,0,0,0,0,0
33,BENDEMEER RD,12,1970,Y,N,N,N,N,N,KWN,288,0,0,0,0,0,0,0,0,288,0,0,0
33,EUNOS CRES,19,2005,Y,N,N,N,N,N,GL,159,0,7,72,51,0,0,0,29,0,0,0,0
33,LIM LIAK ST,4,1949,Y,N,N,N,N,N,BM,23,0,0,22,1,0,0,0,0,0,0,0,0
33,PK CRES,6,1974,N,N,N,N,Y,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
33,TANGLIN HALT RD,10,1962,Y,N,N,N,N,N,QT,116,0,28,83,4,0,0,0,0,0,1,0,0
33,TEBAN GDNS RD,14,1976,Y,N,N,N,N,N,JE,106,0,0,100,0,6,0,0,0,0,0,0,0
33,TELOK BLANGAH WAY,12,1975,Y,N,N,Y,N,N,BM,170,0,0,164,0,6,0,0,0,0,0,0,0
33A,GHIM MOH LINK,1,2017,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0
330,ANG MO KIO AVE 1,12,1980,Y,Y,N,N,N,N,AMK,195,0,0,170,22,1,2,0,0,0,0,0,0
330,ANCHORVALE ST,1,2015,N,Y,N,N,N,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
330,CLEMENTI AVE 2,12,1977,Y,N,N,Y,N,N,CL,153,0,0,119,33,1,0,0,0,0,0,0,0
330,SEMBAWANG CL,16,1998,Y,N,N,Y,N,N,SB,150,0,0,0,75,75,0,0,0,0,0,0,0
330,TAH CHING RD,21,1996,Y,N,N,N,N,N,JW,82,0,0,0,35,47,0,0,0,0,0,0,0
330,WOODLANDS AVE 1,12,1985,Y,N,N,N,N,N,WL,60,0,0,6,4,0,50,0,0,0,0,0,0
330A,SEMBAWANG CL,5,1998,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
330A,TAMPINES ST 32,5,1993,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
330B,ANCHORVALE ST,16,2014,Y,N,N,N,N,N,SK,105,0,0,0,75,30,0,0,0,0,0,0,0
331,JURONG EAST AVE 1,13,1984,Y,Y,N,N,N,N,JE,124,0,0,0,28,96,0,0,0,0,0,0,0
331,SEMBAWANG CL,16,1998,Y,N,N,Y,N,N,SB,150,0,0,0,75,75,0,0,0,0,0,0,0
331,WOODLANDS AVE 1,12,1985,Y,N,N,Y,N,N,WL,72,0,0,6,6,0,60,0,0,0,0,0,0
331A,KANG CHING RD,5,1995,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
331B,ANCHORVALE ST,16,2014,Y,N,N,N,N,N,SK,105,0,0,0,45,60,0,0,0,0,0,0,0
332,ANG MO KIO AVE 1,11,1980,Y,Y,N,N,N,N,AMK,168,0,0,147,20,0,1,0,0,0,0,0,0
332,JURONG EAST AVE 1,13,1984,Y,N,N,N,N,N,JE,124,0,0,0,76,48,0,0,0,0,0,0,0
332,SEMBAWANG CL,16,1998,Y,N,N,N,N,N,SB,107,0,0,0,31,31,45,0,0,0,0,0,0
332,SERANGOON AVE 3,12,1985,Y,Y,N,N,N,N,SGN,138,0,0,0,138,0,0,0,0,0,0,0,0
332,UBI AVE 1,4,1985,Y,N,N,N,N,N,GL,8,0,0,0,0,0,8,0,0,0,0,0,0
332A,ANCHORVALE LINK,16,2014,Y,N,N,N,N,N,SK,90,0,0,0,60,30,0,0,0,0,0,0,0
332B,ANCHORVALE LINK,16,2014,Y,N,N,Y,N,N,SK,120,0,0,0,75,45,0,0,0,0,0,0,0
332C,ANCHORVALE LINK,16,2014,Y,N,N,N,N,N,SK,120,0,0,0,60,60,0,0,0,0,0,0,0
333,ANCHORVALE LINK,1,2014,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
333,BT BATOK ST 32,10,1985,Y,N,N,N,N,N,BB,132,0,0,76,56,0,0,0,0,0,0,0,0
333,HOUGANG AVE 5,4,1982,Y,N,N,N,N,N,HG,24,0,0,16,8,0,0,0,0,0,0,0,0
333,KRETA AYER RD,19,1981,Y,Y,N,Y,N,N,CT,126,0,0,0,0,0,0,0,0,0,126,0,0
333,SERANGOON AVE 3,12,1985,Y,N,N,N,N,N,SGN,88,0,0,0,48,40,0,0,0,0,0,0,0
333,SEMBAWANG CL,16,1998,Y,N,N,N,N,N,SB,107,0,0,0,31,31,45,0,0,0,0,0,0
333,TAMPINES ST 32,10,1994,Y,Y,N,N,N,N,TAP,52,0,0,0,0,0,52,0,0,0,0,0,0
333A,YISHUN ST 31,15,2014,Y,N,N,N,N,N,YS,88,0,0,0,60,28,0,0,0,0,0,0,0
333B,ANCHORVALE LINK,16,2014,Y,N,N,Y,N,N,SK,90,0,0,0,45,45,0,0,0,0,0,0,0
333B,YISHUN ST 31,15,2014,Y,N,N,Y,N,N,YS,120,0,9,28,0,0,0,0,83,0,0,0,0
333C,ANCHORVALE LINK,16,2014,Y,N,N,Y,N,N,SK,90,0,0,0,45,45,0,0,0,0,0,0,0
333C,YISHUN ST 31,15,2014,Y,Y,N,N,N,N,YS,106,0,3,0,28,0,0,0,75,0,0,0,0
333D,ANCHORVALE LINK,16,2013,Y,N,N,N,N,N,SK,75,0,0,0,75,0,0,0,0,0,0,0,0
333D,YISHUN ST 31,15,2014,Y,N,N,Y,N,N,YS,140,0,9,28,28,0,0,0,75,0,0,0,0
334,ANCHORVALE CRES,6,2014,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
334,BT BATOK ST 32,4,1985,Y,N,N,N,N,N,BB,32,0,0,0,20,12,0,0,0,0,0,0,0
334,JURONG EAST AVE 1,4,1983,Y,N,N,N,N,N,JE,24,0,0,0,0,0,24,0,0,0,0,0,0
334,WOODLANDS ST 32,12,1984,Y,N,N,Y,N,N,WL,88,0,0,0,88,0,0,0,0,0,0,0,0
334,YISHUN ST 31,6,2014,N,N,N,N,Y,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
334A,YISHUN ST 31,15,2014,Y,N,N,N,N,N,YS,88,0,0,28,60,0,0,0,0,0,0,0,0
334B,YISHUN ST 31,15,2014,Y,N,N,N,N,N,YS,98,0,0,0,56,42,0,0,0,0,0,0,0
334C,ANCHORVALE CRES,16,2014,Y,N,N,N,N,N,SK,115,0,0,71,44,0,0,0,0,0,0,0,0
334C,YISHUN ST 31,15,2014,Y,N,N,N,N,N,YS,98,0,0,0,56,42,0,0,0,0,0,0,0
334D,YISHUN ST 31,15,2014,Y,N,N,Y,N,N,YS,98,0,0,28,70,0,0,0,0,0,0,0,0
335,ANG MO KIO AVE 1,13,1981,Y,N,N,N,N,N,AMK,120,0,0,0,120,0,0,0,0,0,0,0,0
335,ANCHORVALE CRES,1,2015,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
335,BT BATOK ST 32,4,1985,Y,N,N,N,N,N,BB,16,0,0,8,8,0,0,0,0,0,0,0,0
335,CLEMENTI AVE 2,12,1977,Y,N,N,N,N,N,CL,152,0,0,117,33,1,1,0,0,0,0,0,0
335,TAMPINES ST 32,10,1994,Y,N,N,N,N,N,TAP,47,0,0,0,0,0,47,0,0,0,0,0,0
335A,SMITH ST,21,1983,Y,N,N,Y,N,N,CT,161,0,0,156,4,1,0,0,0,0,0,0,0
335A,YISHUN ST 31,15,2014,Y,N,N,N,N,N,YS,82,0,0,54,28,0,0,0,0,0,0,0,0
335B,YISHUN ST 31,15,2014,Y,N,N,N,N,N,YS,98,0,0,28,70,0,0,0,0,0,0,0,0
335C,ANCHORVALE CRES,16,2014,Y,N,N,N,N,N,SK,89,0,0,0,44,45,0,0,0,0,0,0,0
335C,YISHUN ST 31,15,2013,Y,N,N,N,N,N,YS,98,0,0,0,28,70,0,0,0,0,0,0,0
336,ANCHORVALE CRES,1,2015,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
336,BT BATOK ST 32,12,1985,Y,Y,N,N,N,N,BB,111,0,0,0,80,31,0,0,0,0,0,0,0
336,SMITH ST,8,1986,N,Y,N,N,N,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0
336,TAMPINES ST 32,10,1993,Y,N,N,N,N,N,TAP,47,0,0,0,0,0,47,0,0,0,0,0,0
336,TAH CHING RD,19,1995,Y,N,N,N,N,N,JW,64,0,0,0,0,0,64,0,0,0,0,0,0
336A,ANCHORVALE CRES,16,2014,Y,N,N,N,N,N,SK,90,0,0,45,45,0,0,0,0,0,0,0,0
336A,YISHUN ST 31,15,2013,Y,N,N,N,N,N,YS,98,0,0,28,70,0,0,0,0,0,0,0,0
336B,ANCHORVALE CRES,16,2014,Y,N,N,Y,N,N,SK,120,0,0,0,45,75,0,0,0,0,0,0,0
336B,YISHUN ST 31,15,2013,Y,N,N,N,N,N,YS,98,0,0,28,70,0,0,0,0,0,0,0,0
336C,ANCHORVALE CRES,16,2014,Y,N,N,N,N,N,SK,90,0,0,0,45,45,0,0,0,0,0,0,0
336C,YISHUN ST 31,15,2013,Y,N,N,N,N,N,YS,98,0,0,0,28,70,0,0,0,0,0,0,0
336D,ANCHORVALE CRES,16,2014,Y,N,N,N,N,N,SK,90,0,0,0,45,45,0,0,0,0,0,0,0
337,ANG MO KIO AVE 1,13,1981,Y,N,N,Y,N,N,AMK,120,0,0,0,120,0,0,0,0,0,0,0,0
337,ANCHORVALE CRES,1,2018,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
337,BT BATOK ST 34,9,1985,Y,N,N,Y,N,N,BB,116,0,0,0,116,0,0,0,0,0,0,0,0
337,JURONG EAST AVE 1,13,1984,Y,N,N,Y,N,N,JE,84,0,0,0,0,0,84,0,0,0,0,0,0
337,SEMBAWANG CRES,16,1998,Y,N,N,Y,N,N,SB,120,0,0,0,45,30,45,0,0,0,0,0,0
337,TAMPINES ST 32,10,1993,Y,N,N,N,N,N,TAP,54,0,0,0,0,0,54,0,0,0,0,0,0
337,TAH CHING RD,6,2007,N,N,N,Y,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
337A,TAH CHING RD,20,2007,Y,N,N,N,N,N,JW,114,0,0,38,76,0,0,0,0,0,0,0,0
337B,TAH CHING RD,20,2008,Y,N,N,Y,N,N,JW,114,0,0,19,95,0,0,0,0,0,0,0,0
337C,TAH CHING RD,20,2008,Y,N,N,N,N,N,JW,117,0,0,0,97,20,0,0,0,0,0,0,0
337D,TAH CHING RD,20,2008,Y,N,N,N,N,N,JW,114,0,0,0,95,19,0,0,0,0,0,0,0
338,ANG MO KIO AVE 1,2,1977,Y,Y,N,N,N,N,AMK,3,0,0,2,0,0,0,0,0,0,0,1,0
338,ANCHORVALE CRES,5,2017,N,Y,N,Y,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0
338,BT BATOK ST 34,12,1986,Y,Y,N,Y,N,N,BB,144,0,0,0,144,0,0,0,0,0,0,0,0
338,TAH CHING RD,1,2008,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
338A,ANCHORVALE CRES,16,2017,Y,N,N,N,N,N,SK,148,0,0,0,58,90,0,0,0,0,0,0,0
338A,TAH CHING RD,20,2008,Y,N,N,N,N,N,JW,117,0,0,0,117,0,0,0,0,0,0,0,0
338B,ANCHORVALE CRES,16,2017,Y,N,N,N,N,N,SK,130,0,0,0,60,70,0,0,0,0,0,0,0
338B,KANG CHING RD,20,2010,Y,N,N,N,N,N,JW,133,0,12,57,19,0,0,0,45,0,0,0,0
338C,ANCHORVALE CRES,16,2017,Y,N,N,N,N,N,SK,120,0,0,0,120,0,0,0,0,0,0,0,0
338D,ANCHORVALE CRES,16,2017,Y,N,N,N,N,N,SK,105,0,0,0,30,75,0,0,0,0,0,0,0
339,BT BATOK ST 34,12,1985,Y,N,N,Y,N,N,BB,132,0,0,66,66,0,0,0,0,0,0,0,0
339,KANG CHING RD,1,2011,N,Y,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0
339,UBI AVE 1,12,1985,Y,N,N,N,N,N,GL,114,0,0,0,114,0,0,0,0,0,0,0,0
339A,KANG CHING RD,20,2010,Y,N,N,N,N,N,JW,116,0,0,78,38,0,0,0,0,0,0,0,0
339A,SEMBAWANG CL,16,1999,Y,N,N,N,N,N,SB,117,0,0,0,33,57,27,0,0,0,0,0,0
339B,KANG CHING RD,20,2010,Y,N,N,Y,N,N,JW,114,0,0,0,76,38,0,0,0,0,0,0,0
339B,SEMBAWANG CL,16,1999,Y,N,N,N,N,N,SB,117,0,0,0,32,57,28,0,0,0,0,0,0
339D,KANG CHING RD,20,2010,Y,N,N,N,N,N,JW,133,0,0,114,19,0,0,0,0,0,0,0,0
34,CIRCUIT RD,10,1965,Y,N,N,N,N,N,GL,120,0,0,120,0,0,0,0,0,0,0,0,0
34,JLN BT HO SWEE,10,1963,Y,Y,N,N,N,N,BM,97,0,18,78,1,0,0,0,0,0,0,0,0
34,LOR 5 TOA PAYOH,11,1969,Y,N,N,N,N,N,TP,174,0,0,172,0,2,0,0,0,0,0,0,0
34,MARINE CRES,10,1974,Y,Y,N,Y,N,N,MP,126,0,0,72,54,0,0,0,0,0,0,0,0
34,TANGLIN HALT RD,10,1962,Y,N,N,N,N,N,QT,117,0,27,86,3,0,0,0,0,0,1,0,0
34,TEBAN GDNS RD,14,1976,Y,N,N,N,N,N,JE,106,0,0,100,0,6,0,0,0,0,0,0,0
34A,BEDOK STH AVE 2,1,2004,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0
34A,LOR 5 TOA PAYOH,1,2000,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0
340,CHOA CHU KANG LOOP,14,1992,Y,N,N,Y,N,N,CCK,94,0,0,0,71,23,0,0,0,0,0,0,0
340,CLEMENTI AVE 5,12,1978,Y,N,N,N,N,N,CL,110,0,0,0,16,94,0,0,0,0,0,0,0
340,HOUGANG AVE 7,4,1984,Y,N,N,N,N,N,HG,48,0,0,16,32,0,0,0,0,0,0,0,0
340A,SEMBAWANG CL,16,1999,Y,N,N,N,N,N,SB,91,0,0,0,47,44,0,0,0,0,0,0,0
340B,SEMBAWANG CL,16,1999,Y,N,N,N,N,N,SB,91,0,0,0,47,44,0,0,0,0,0,0,0
341,BT BATOK ST 34,12,1985,Y,N,N,N,N,N,BB,132,0,0,66,66,0,0,0,0,0,0,0,0
341,CLEMENTI AVE 5,12,1978,Y,N,N,Y,N,N,CL,153,0,0,130,22,1,0,0,0,0,0,0,0
341,HOUGANG AVE 7,13,1984,Y,N,N,Y,N,N,HG,120,0,0,0,120,0,0,0,0,0,0,0,0
341A,SEMBAWANG CL,16,1999,Y,N,N,N,N,N,SB,117,0,0,0,33,57,27,0,0,0,0,0,0
342,BT BATOK ST 34,4,1985,Y,N,N,N,N,N,BB,31,0,0,22,8,1,0,0,0,0,0,0,0
342,JURONG EAST ST 31,4,1984,N,Y,N,N,N,N,JE,0,0,0,0,0,0,0,0,0,0,0,0,0
342,YISHUN RING RD,1,2014,N,N,N,N,N,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0
